RK23 Using Bisection Time Stepping,,RK23 Using Constant E.h Time Stepping,,RK23 Using O(h) Stepping,,RK23 Without Time Stepping,,RK23 Using Bisection Time Stepping,,RK23 Using Constant E.h Time Stepping,,RK23 Using O(h) Stepping,,RK23 Without Time Stepping,
,,,,,,94.504,0.7362,,,,,,,94.504,0.736164
,,,,,,94.506,0.736252,,,,,,,94.506,0.736217
,,,,,,94.508,0.736305,,,,,,,94.508,0.73627
,,,,,,94.51,0.736358,,,,,,,94.51,0.736323
,,,,,,94.512,0.73641,,,,,,,94.512,0.736375
,,,,,,94.514,0.736463,,,,,,,94.514,0.736428
,,,,,,94.516,0.736516,,,,,,,94.516,0.736481
,,,,,,94.518,0.736569,,,,,,,94.518,0.736533
,,,,,,94.52,0.736621,,,,,,,94.52,0.736586
,,,,,,94.522,0.736674,,,,,,,94.522,0.736639
,,,,,,94.524,0.736727,,,,,,,94.524,0.736691
,,,,,,94.526,0.736779,,,,,,,94.526,0.736744
,,,,,,94.528,0.736832,,,,,,,94.528,0.736797
,,,,,,94.53,0.736885,,,,,,,94.53,0.736849
,,,,,,94.532,0.736937,,,,,,,94.532,0.736902
,,,,,,94.534,0.73699,,,,,,,94.534,0.736955
,,,,,,94.536,0.737042,,,,,,,94.536,0.737007
,,,,,,94.538,0.737095,,,,,,,94.538,0.73706
,,,,,,94.54,0.737147,,,,,,,94.54,0.737112
,,,,,,94.542,0.7372,,,,,,,94.542,0.737165
,,,,,,94.544,0.737253,,,,,,,94.544,0.737218
,,,,,,94.546,0.737305,,,,,,,94.546,0.73727
,,,,,,94.548,0.737358,,,,,,,94.548,0.737323
,,,,,,94.55,0.73741,,,,,,,94.55,0.737375
,,,,,,94.552,0.737463,,,,,,,94.552,0.737428
,,,,,,94.554,0.737515,,,,,,,94.554,0.73748
,,,,,,94.556,0.737568,,,,,,,94.556,0.737533
,,,,,,94.558,0.73762,,,,,,,94.558,0.737585
,,,,,,94.56,0.737673,,,,,,,94.56,0.737638
,,,,,,94.562,0.737725,,,,,,,94.562,0.73769
,,,,,,94.564,0.737778,,,,,,,94.564,0.737743
,,,,,,94.566,0.73783,,,,,,,94.566,0.737795
,,,,,,94.568,0.737882,,,,,,,94.568,0.737847
,,,,,,94.57,0.737935,,,,,,,94.57,0.7379
,,,,,,94.572,0.737987,,,,,,,94.572,0.737952
,,,,,,94.574,0.73804,,,,,,,94.574,0.738005
,,,,,,94.576,0.738092,,,,,,,94.576,0.738057
,,,,,,94.578,0.738144,,,,,,,94.578,0.738109
,,,,,,94.58,0.738197,,,,,,,94.58,0.738162
,,,,,,94.582,0.738249,,,,,,,94.582,0.738214
,,,,,,94.584,0.738302,,,,,,,94.584,0.738267
,,,,,,94.586,0.738354,,,,,,,94.586,0.738319
,,,,,,94.588,0.738406,,,,,,,94.588,0.738371
,,,,,,94.59,0.738458,,,,,,,94.59,0.738424
,,,,,,94.592,0.738511,,,,,,,94.592,0.738476
,,,,,,94.594,0.738563,,,,,,,94.594,0.738528
,,,,,,94.596,0.738615,,,,,,,94.596,0.73858
,,,,,,94.598,0.738668,,,,,,,94.598,0.738633
,,,,,,94.6,0.73872,,,,,,,94.6,0.738685
,,,,,,94.602,0.738772,,,,,,,94.602,0.738737
,,,,,,94.604,0.738824,,,,,,,94.604,0.73879
,,,,,,94.606,0.738877,,,,,,,94.606,0.738842
,,,,,,94.608,0.738929,,,,,,,94.608,0.738894
,,,,,,94.61,0.738981,,,,,,,94.61,0.738946
,,,,,,94.612,0.739033,,,,,,,94.612,0.738998
,,,,,,94.614,0.739085,,,,,,,94.614,0.739051
,,,,,,94.616,0.739138,,,,,,,94.616,0.739103
,,,,,,94.618,0.73919,,,,,,,94.618,0.739155
,,,,,,94.62,0.739242,,,,,,,94.62,0.739207
,,,,,,94.622,0.739294,,,,,,,94.622,0.739259
,,,,,,94.624,0.739346,,,,,,,94.624,0.739311
,,,,,,94.626,0.739398,,,,,,,94.626,0.739364
,,,,,,94.628,0.73945,,,,,,,94.628,0.739416
,,,,,,94.63,0.739503,,,,,,,94.63,0.739468
,,,,,,94.632,0.739555,,,,,,,94.632,0.73952
,,,,,,94.634,0.739607,,,,,,,94.634,0.739572
,,,,,,94.636,0.739659,,,,,,,94.636,0.739624
,,,,,,94.638,0.739711,,,,,,,94.638,0.739676
,,,,,,94.64,0.739763,,,,,,,94.64,0.739728
,,,,,,94.642,0.739815,,,,,,,94.642,0.73978
,,,,,,94.644,0.739867,,,,,,,94.644,0.739832
,,,,,,94.646,0.739919,,,,,,,94.646,0.739884
,,,,,,94.648,0.739971,,,,,,,94.648,0.739936
,,,,,,94.65,0.740023,,,,,,,94.65,0.739988
,,,,,,94.652,0.740075,,,,,,,94.652,0.74004
,,,,,,94.654,0.740127,,,,,,,94.654,0.740092
,,,,,,94.656,0.740179,,,,,,,94.656,0.740144
,,,,,,94.658,0.740231,,,,,,,94.658,0.740196
,,,,,,94.66,0.740283,,,,,,,94.66,0.740248
,,,,,,94.662,0.740335,,,,,,,94.662,0.7403
,,,,,,94.664,0.740387,,,,,,,94.664,0.740352
,,,,,,94.666,0.740439,,,,,,,94.666,0.740404
,,,,,,94.668,0.740491,,,,,,,94.668,0.740456
,,,,,,94.67,0.740542,,,,,,,94.67,0.740508
,,,,,,94.672,0.740594,,,,,,,94.672,0.74056
,,,,,,94.674,0.740646,,,,,,,94.674,0.740612
,,,,,,94.676,0.740698,,,,,,,94.676,0.740663
,,,,,,94.678,0.74075,,,,,,,94.678,0.740715
,,,,,,94.68,0.740802,,,,,,,94.68,0.740767
,,,,,,94.682,0.740854,,,,,,,94.682,0.740819
,,,,,,94.684,0.740905,,,,,,,94.684,0.740871
,,,,,,94.686,0.740957,,,,,,,94.686,0.740923
,,,,,,94.688,0.741009,,,,,,,94.688,0.740974
,,,,,,94.69,0.741061,,,,,,,94.69,0.741026
,,,,,,94.692,0.741113,,,,,,,94.692,0.741078
,,,,,,94.694,0.741164,,,,,,,94.694,0.74113
,,,,,,94.696,0.741216,,,,,,,94.696,0.741182
,,,,,,94.698,0.741268,,,,,,,94.698,0.741233
,,,,,,94.7,0.74132,,,,,,,94.7,0.741285
,,,,,,94.702,0.741371,,,,,,,94.702,0.741337
,,,,,,94.704,0.741423,,,,,,,94.704,0.741389
,,,,,,94.706,0.741475,,,,,,,94.706,0.74144
,,,,,,94.708,0.741527,,,,,,,94.708,0.741492
,,,,,,94.71,0.741578,,,,,,,94.71,0.741544
,,,,,,94.712,0.74163,,,,,,,94.712,0.741595
,,,,,,94.714,0.741682,,,,,,,94.714,0.741647
,,,,,,94.716,0.741733,,,,,,,94.716,0.741699
,,,,,,94.718,0.741785,,,,,,,94.718,0.74175
,,,,,,94.72,0.741837,,,,,,,94.72,0.741802
,,,,,,94.722,0.741888,,,,,,,94.722,0.741854
,,,,,,94.724,0.74194,,,,,,,94.724,0.741905
,,,,,,94.726,0.741991,,,,,,,94.726,0.741957
,,,,,,94.728,0.742043,,,,,,,94.728,0.742009
,,,,,,94.73,0.742095,,,,,,,94.73,0.74206
,,,,,,94.732,0.742146,,,,,,,94.732,0.742112
,,,,,,94.734,0.742198,,,,,,,94.734,0.742163
,,,,,,94.736,0.742249,,,,,,,94.736,0.742215
,,,,,,94.738,0.742301,,,,,,,94.738,0.742266
,,,,,,94.74,0.742352,,,,,,,94.74,0.742318
,,,,,,94.742,0.742404,,,,,,,94.742,0.742369
,,,,,,94.744,0.742455,,,,,,,94.744,0.742421
,,,,,,94.746,0.742507,,,,,,,94.746,0.742472
,,,,,,94.748,0.742558,,,,,,,94.748,0.742524
,,,,,,94.75,0.74261,,,,,,,94.75,0.742575
,,,,,,94.752,0.742661,,,,,,,94.752,0.742627
,,,,,,94.754,0.742713,,,,,,,94.754,0.742678
,,,,,,94.756,0.742764,,,,,,,94.756,0.74273
,,,,,,94.758,0.742816,,,,,,,94.758,0.742781
,,,,,,94.76,0.742867,,,,,,,94.76,0.742833
,,,,,,94.762,0.742919,,,,,,,94.762,0.742884
,,,,,,94.764,0.74297,,,,,,,94.764,0.742936
,,,,,,94.766,0.743021,,,,,,,94.766,0.742987
,,,,,,94.768,0.743073,,,,,,,94.768,0.743038
,,,,,,94.77,0.743124,,,,,,,94.77,0.74309
,,,,,,94.772,0.743175,,,,,,,94.772,0.743141
,,,,,,94.774,0.743227,,,,,,,94.774,0.743193
,,,,,,94.776,0.743278,,,,,,,94.776,0.743244
,,,,,,94.778,0.74333,,,,,,,94.778,0.743295
,,,,,,94.78,0.743381,,,,,,,94.78,0.743347
,,,,,,94.782,0.743432,,,,,,,94.782,0.743398
,,,,,,94.784,0.743483,,,,,,,94.784,0.743449
,,,,,,94.786,0.743535,,,,,,,94.786,0.743501
,,,,,,94.788,0.743586,,,,,,,94.788,0.743552
,,,,,,94.79,0.743637,,,,,,,94.79,0.743603
,,,,,,94.792,0.743689,,,,,,,94.792,0.743654
,,,,,,94.794,0.74374,,,,,,,94.794,0.743706
,,,,,,94.796,0.743791,,,,,,,94.796,0.743757
,,,,,,94.798,0.743842,,,,,,,94.798,0.743808
,,,,,,94.8,0.743894,,,,,,,94.8,0.743859
,,,,,,94.802,0.743945,,,,,,,94.802,0.743911
,,,,,,94.804,0.743996,,,,,,,94.804,0.743962
,,,,,,94.806,0.744047,,,,,,,94.806,0.744013
,,,,,,94.808,0.744098,,,,,,,94.808,0.744064
,,,,,,94.81,0.74415,,,,,,,94.81,0.744115
,,,,,,94.812,0.744201,,,,,,,94.812,0.744167
,,,,,,94.814,0.744252,,,,,,,94.814,0.744218
,,,,,,94.816,0.744303,,,,,,,94.816,0.744269
,,,,,,94.818,0.744354,,,,,,,94.818,0.74432
,,,,,,94.82,0.744405,,,,,,,94.82,0.744371
,,,,,,94.822,0.744456,,,,,,,94.822,0.744422
,,,,,,94.824,0.744507,,,,,,,94.824,0.744473
,,,,,,94.826,0.744559,,,,,,,94.826,0.744524
,,,,,,94.828,0.74461,,,,,,,94.828,0.744576
,,,,,,94.83,0.744661,,,,,,,94.83,0.744627
,,,,,,94.832,0.744712,,,,,,,94.832,0.744678
,,,,,,94.834,0.744763,,,,,,,94.834,0.744729
,,,,,,94.836,0.744814,,,,,,,94.836,0.74478
,,,,,,94.838,0.744865,,,,,,,94.838,0.744831
,,,,,,94.84,0.744916,,,,,,,94.84,0.744882
,,,,,,94.842,0.744967,,,,,,,94.842,0.744933
,,,,,,94.844,0.745018,,,,,,,94.844,0.744984
,,,,,,94.846,0.745069,,,,,,,94.846,0.745035
,,,,,,94.848,0.74512,,,,,,,94.848,0.745086
,,,,,,94.85,0.745171,,,,,,,94.85,0.745137
,,,,,,94.852,0.745222,,,,,,,94.852,0.745188
,,,,,,94.854,0.745273,,,,,,,94.854,0.745239
,,,,,,94.856,0.745324,,,,,,,94.856,0.74529
,,,,,,94.858,0.745375,,,,,,,94.858,0.745341
,,,,,,94.86,0.745426,,,,,,,94.86,0.745392
,,,,,,94.862,0.745477,,,,,,,94.862,0.745443
,,,,,,94.864,0.745527,,,,,,,94.864,0.745493
,,,,,,94.866,0.745578,,,,,,,94.866,0.745544
,,,,,,94.868,0.745629,,,,,,,94.868,0.745595
,,,,,,94.87,0.74568,,,,,,,94.87,0.745646
,,,,,,94.872,0.745731,,,,,,,94.872,0.745697
,,,,,,94.874,0.745782,,,,,,,94.874,0.745748
,,,,,,94.876,0.745833,,,,,,,94.876,0.745799
,,,,,,94.878,0.745883,,,,,,,94.878,0.74585
,,,,,,94.88,0.745934,,,,,,,94.88,0.7459
,,,,,,94.882,0.745985,,,,,,,94.882,0.745951
,,,,,,94.884,0.746036,,,,,,,94.884,0.746002
,,,,,,94.886,0.746087,,,,,,,94.886,0.746053
,,,,,,94.888,0.746137,,,,,,,94.888,0.746104
,,,,,,94.89,0.746188,,,,,,,94.89,0.746154
,,,,,,94.892,0.746239,,,,,,,94.892,0.746205
,,,,,,94.894,0.74629,,,,,,,94.894,0.746256
,,,,,,94.896,0.74634,,,,,,,94.896,0.746307
,,,,,,94.898,0.746391,,,,,,,94.898,0.746357
,,,,,,94.9,0.746442,,,,,,,94.9,0.746408
,,,,,,94.902,0.746493,,,,,,,94.902,0.746459
,,,,,,94.904,0.746543,,,,,,,94.904,0.746509
,,,,,,94.906,0.746594,,,,,,,94.906,0.74656
,,,,,,94.908,0.746645,,,,,,,94.908,0.746611
,,,,,,94.91,0.746695,,,,,,,94.91,0.746661
,,,,,,94.912,0.746746,,,,,,,94.912,0.746712
,,,,,,94.914,0.746797,,,,,,,94.914,0.746763
,,,,,,94.916,0.746847,,,,,,,94.916,0.746813
,,,,,,94.918,0.746898,,,,,,,94.918,0.746864
,,,,,,94.92,0.746948,,,,,,,94.92,0.746915
,,,,,,94.922,0.746999,,,,,,,94.922,0.746965
,,,,,,94.924,0.74705,,,,,,,94.924,0.747016
,,,,,,94.926,0.7471,,,,,,,94.926,0.747067
,,,,,,94.928,0.747151,,,,,,,94.928,0.747117
,,,,,,94.93,0.747201,,,,,,,94.93,0.747168
,,,,,,94.932,0.747252,,,,,,,94.932,0.747218
,,,,,,94.934,0.747303,,,,,,,94.934,0.747269
,,,,,,94.936,0.747353,,,,,,,94.936,0.747319
,,,,,,94.938,0.747404,,,,,,,94.938,0.74737
,,,,,,94.94,0.747454,,,,,,,94.94,0.74742
,,,,,,94.942,0.747505,,,,,,,94.942,0.747471
,,,,,,94.944,0.747555,,,,,,,94.944,0.747521
,,,,,,94.946,0.747606,,,,,,,94.946,0.747572
,,,,,,94.948,0.747656,,,,,,,94.948,0.747622
,,,,,,94.95,0.747707,,,,,,,94.95,0.747673
,,,,,,94.952,0.747757,,,,,,,94.952,0.747723
,,,,,,94.954,0.747807,,,,,,,94.954,0.747774
,,,,,,94.956,0.747858,,,,,,,94.956,0.747824
,,,,,,94.958,0.747908,,,,,,,94.958,0.747875
,,,,,,94.96,0.747959,,,,,,,94.96,0.747925
,,,,,,94.962,0.748009,,,,,,,94.962,0.747975
,,,,,,94.964,0.748059,,,,,,,94.964,0.748026
,,,,,,94.966,0.74811,,,,,,,94.966,0.748076
,,,,,,94.968,0.74816,,,,,,,94.968,0.748127
,,,,,,94.97,0.748211,,,,,,,94.97,0.748177
,,,,,,94.972,0.748261,,,,,,,94.972,0.748227
,,,,,,94.974,0.748311,,,,,,,94.974,0.748278
,,,,,,94.976,0.748362,,,,,,,94.976,0.748328
,,,,,,94.978,0.748412,,,,,,,94.978,0.748378
,,,,,,94.98,0.748462,,,,,,,94.98,0.748429
,,,,,,94.982,0.748513,,,,,,,94.982,0.748479
,,,,,,94.984,0.748563,,,,,,,94.984,0.748529
,,,,,,94.986,0.748613,,,,,,,94.986,0.74858
,,,,,,94.988,0.748663,,,,,,,94.988,0.74863
,,,,,,94.99,0.748714,,,,,,,94.99,0.74868
,,,,,,94.992,0.748764,,,,,,,94.992,0.74873
,,,,,,94.994,0.748814,,,,,,,94.994,0.748781
,,,,,,94.996,0.748864,,,,,,,94.996,0.748831
,,,,,,94.998,0.748915,,,,,,,94.998,0.748881
,,,,,,95,0.748965,,,,,,,95,0.748931
,,,,,,95.002,0.749015,,,,,,,95.002,0.748982
,,,,,,95.004,0.749065,,,,,,,95.004,0.749032
,,,,,,95.006,0.749115,,,,,,,95.006,0.749082
,,,,,,95.008,0.749166,,,,,,,95.008,0.749132
,,,,,,95.01,0.749216,,,,,,,95.01,0.749182
,,,,,,95.012,0.749266,,,,,,,95.012,0.749232
,,,,,,95.014,0.749316,,,,,,,95.014,0.749283
,,,,,,95.016,0.749366,,,,,,,95.016,0.749333
,,,,,,95.018,0.749416,,,,,,,95.018,0.749383
,,,,,,95.02,0.749466,,,,,,,95.02,0.749433
,,,,,,95.022,0.749516,,,,,,,95.022,0.749483
,,,,,,95.024,0.749567,,,,,,,95.024,0.749533
,,,,,,95.026,0.749617,,,,,,,95.026,0.749583
,,,,,,95.028,0.749667,,,,,,,95.028,0.749633
,,,,,,95.03,0.749717,,,,,,,95.03,0.749683
,,,,,,95.032,0.749767,,,,,,,95.032,0.749733
,,,,,,95.034,0.749817,,,,,,,95.034,0.749783
,,,,,,95.036,0.749867,,,,,,,95.036,0.749834
,,,,,,95.038,0.749917,,,,,,,95.038,0.749884
,,,,,,95.04,0.749967,,,,,,,95.04,0.749934
,,,,,,95.042,0.750017,,,,,,,95.042,0.749984
,,,,,,95.044,0.750067,,,,,,,95.044,0.750034
,,,,,,95.046,0.750117,,,,,,,95.046,0.750084
,,,,,,95.048,0.750167,,,,,,,95.048,0.750134
,,,,,,95.05,0.750217,,,,,,,95.05,0.750184
,,,,,,95.052,0.750267,,,,,,,95.052,0.750233
,,,,,,95.054,0.750317,,,,,,,95.054,0.750283
,,,,,,95.056,0.750367,,,,,,,95.056,0.750333
,,,,,,95.058,0.750417,,,,,,,95.058,0.750383
,,,,,,95.06,0.750467,,,,,,,95.06,0.750433
,,,,,,95.062,0.750516,,,,,,,95.062,0.750483
,,,,,,95.064,0.750566,,,,,,,95.064,0.750533
,,,,,,95.066,0.750616,,,,,,,95.066,0.750583
,,,,,,95.068,0.750666,,,,,,,95.068,0.750633
,,,,,,95.07,0.750716,,,,,,,95.07,0.750683
,,,,,,95.072,0.750766,,,,,,,95.072,0.750733
,,,,,,95.074,0.750816,,,,,,,95.074,0.750782
,,,,,,95.076,0.750865,,,,,,,95.076,0.750832
,,,,,,95.078,0.750915,,,,,,,95.078,0.750882
,,,,,,95.08,0.750965,,,,,,,95.08,0.750932
,,,,,,95.082,0.751015,,,,,,,95.082,0.750982
,,,,,,95.084,0.751065,,,,,,,95.084,0.751031
,,,,,,95.086,0.751114,,,,,,,95.086,0.751081
,,,,,,95.088,0.751164,,,,,,,95.088,0.751131
,,,,,,95.09,0.751214,,,,,,,95.09,0.751181
,,,,,,95.092,0.751264,,,,,,,95.092,0.751231
,,,,,,95.094,0.751313,,,,,,,95.094,0.75128
,,,,,,95.096,0.751363,,,,,,,95.096,0.75133
,,,,,,95.098,0.751413,,,,,,,95.098,0.75138
,,,,,,95.1,0.751463,,,,,,,95.1,0.751429
,,,,,,95.102,0.751512,,,,,,,95.102,0.751479
,,,,,,95.104,0.751562,,,,,,,95.104,0.751529
,,,,,,95.106,0.751612,,,,,,,95.106,0.751579
,,,,,,95.108,0.751661,,,,,,,95.108,0.751628
,,,,,,95.11,0.751711,,,,,,,95.11,0.751678
,,,,,,95.112,0.751761,,,,,,,95.112,0.751728
,,,,,,95.114,0.75181,,,,,,,95.114,0.751777
,,,,,,95.116,0.75186,,,,,,,95.116,0.751827
,,,,,,95.118,0.75191,,,,,,,95.118,0.751877
,,,,,,95.12,0.751959,,,,,,,95.12,0.751926
,,,,,,95.122,0.752009,,,,,,,95.122,0.751976
,,,,,,95.124,0.752058,,,,,,,95.124,0.752025
,,,,,,95.126,0.752108,,,,,,,95.126,0.752075
,,,,,,95.128,0.752158,,,,,,,95.128,0.752125
,,,,,,95.13,0.752207,,,,,,,95.13,0.752174
,,,,,,95.132,0.752257,,,,,,,95.132,0.752224
,,,,,,95.134,0.752306,,,,,,,95.134,0.752273
,,,,,,95.136,0.752356,,,,,,,95.136,0.752323
,,,,,,95.138,0.752405,,,,,,,95.138,0.752372
,,,,,,95.14,0.752455,,,,,,,95.14,0.752422
,,,,,,95.142,0.752504,,,,,,,95.142,0.752471
,,,,,,95.144,0.752554,,,,,,,95.144,0.752521
,,,,,,95.146,0.752603,,,,,,,95.146,0.75257
,,,,,,95.148,0.752653,,,,,,,95.148,0.75262
,,,,,,95.15,0.752702,,,,,,,95.15,0.752669
,,,,,,95.152,0.752752,,,,,,,95.152,0.752719
,,,,,,95.154,0.752801,,,,,,,95.154,0.752768
,,,,,,95.156,0.752851,,,,,,,95.156,0.752818
,,,,,,95.158,0.7529,,,,,,,95.158,0.752867
,,,,,,95.16,0.752949,,,,,,,95.16,0.752916
,,,,,,95.162,0.752999,,,,,,,95.162,0.752966
,,,,,,95.164,0.753048,,,,,,,95.164,0.753015
,,,,,,95.166,0.753098,,,,,,,95.166,0.753065
,,,,,,95.168,0.753147,,,,,,,95.168,0.753114
,,,,,,95.17,0.753196,,,,,,,95.17,0.753163
,,,,,,95.172,0.753246,,,,,,,95.172,0.753213
,,,,,,95.174,0.753295,,,,,,,95.174,0.753262
,,,,,,95.176,0.753344,,,,,,,95.176,0.753311
,,,,,,95.178,0.753394,,,,,,,95.178,0.753361
,,,,,,95.18,0.753443,,,,,,,95.18,0.75341
,,,,,,95.182,0.753492,,,,,,,95.182,0.753459
,,,,,,95.184,0.753542,,,,,,,95.184,0.753509
,,,,,,95.186,0.753591,,,,,,,95.186,0.753558
,,,,,,95.188,0.75364,,,,,,,95.188,0.753607
,,,,,,95.19,0.753689,,,,,,,95.19,0.753657
,,,,,,95.192,0.753739,,,,,,,95.192,0.753706
,,,,,,95.194,0.753788,,,,,,,95.194,0.753755
,,,,,,95.196,0.753837,,,,,,,95.196,0.753804
,,,,,,95.198,0.753886,,,,,,,95.198,0.753854
,,,,,,95.2,0.753936,,,,,,,95.2,0.753903
,,,,,,95.202,0.753985,,,,,,,95.202,0.753952
,,,,,,95.204,0.754034,,,,,,,95.204,0.754001
,,,,,,95.206,0.754083,,,,,,,95.206,0.75405
,,,,,,95.208,0.754132,,,,,,,95.208,0.7541
,,,,,,95.21,0.754182,,,,,,,95.21,0.754149
,,,,,,95.212,0.754231,,,,,,,95.212,0.754198
,,,,,,95.214,0.75428,,,,,,,95.214,0.754247
,,,,,,95.216,0.754329,,,,,,,95.216,0.754296
,,,,,,95.218,0.754378,,,,,,,95.218,0.754345
,,,,,,95.22,0.754427,,,,,,,95.22,0.754395
,,,,,,95.222,0.754476,,,,,,,95.222,0.754444
,,,,,,95.224,0.754525,,,,,,,95.224,0.754493
,,,,,,95.226,0.754575,,,,,,,95.226,0.754542
,,,,,,95.228,0.754624,,,,,,,95.228,0.754591
,,,,,,95.23,0.754673,,,,,,,95.23,0.75464
,,,,,,95.232,0.754722,,,,,,,95.232,0.754689
,,,,,,95.234,0.754771,,,,,,,95.234,0.754738
,,,,,,95.236,0.75482,,,,,,,95.236,0.754787
,,,,,,95.238,0.754869,,,,,,,95.238,0.754836
,,,,,,95.24,0.754918,,,,,,,95.24,0.754885
,,,,,,95.242,0.754967,,,,,,,95.242,0.754934
,,,,,,95.244,0.755016,,,,,,,95.244,0.754983
,,,,,,95.246,0.755065,,,,,,,95.246,0.755032
,,,,,,95.248,0.755114,,,,,,,95.248,0.755081
,,,,,,95.25,0.755163,,,,,,,95.25,0.75513
,,,,,,95.252,0.755212,,,,,,,95.252,0.755179
,,,,,,95.254,0.755261,,,,,,,95.254,0.755228
,,,,,,95.256,0.75531,,,,,,,95.256,0.755277
,,,,,,95.258,0.755359,,,,,,,95.258,0.755326
,,,,,,95.26,0.755408,,,,,,,95.26,0.755375
,,,,,,95.262,0.755457,,,,,,,95.262,0.755424
,,,,,,95.264,0.755505,,,,,,,95.264,0.755473
,,,,,,95.266,0.755554,,,,,,,95.266,0.755522
,,,,,,95.268,0.755603,,,,,,,95.268,0.755571
,,,,,,95.27,0.755652,,,,,,,95.27,0.755619
,,,,,,95.272,0.755701,,,,,,,95.272,0.755668
,,,,,,95.274,0.75575,,,,,,,95.274,0.755717
,,,,,,95.276,0.755799,,,,,,,95.276,0.755766
,,,,,,95.278,0.755847,,,,,,,95.278,0.755815
,,,,,,95.28,0.755896,,,,,,,95.28,0.755864
,,,,,,95.282,0.755945,,,,,,,95.282,0.755913
,,,,,,95.284,0.755994,,,,,,,95.284,0.755961
,,,,,,95.286,0.756043,,,,,,,95.286,0.75601
,,,,,,95.288,0.756092,,,,,,,95.288,0.756059
,,,,,,95.29,0.75614,,,,,,,95.29,0.756108
,,,,,,95.292,0.756189,,,,,,,95.292,0.756157
,,,,,,95.294,0.756238,,,,,,,95.294,0.756205
,,,,,,95.296,0.756287,,,,,,,95.296,0.756254
,,,,,,95.298,0.756335,,,,,,,95.298,0.756303
,,,,,,95.3,0.756384,,,,,,,95.3,0.756352
,,,,,,95.302,0.756433,,,,,,,95.302,0.7564
,,,,,,95.304,0.756481,,,,,,,95.304,0.756449
,,,,,,95.306,0.75653,,,,,,,95.306,0.756498
,,,,,,95.308,0.756579,,,,,,,95.308,0.756546
,,,,,,95.31,0.756628,,,,,,,95.31,0.756595
,,,,,,95.312,0.756676,,,,,,,95.312,0.756644
,,,,,,95.314,0.756725,,,,,,,95.314,0.756692
,,,,,,95.316,0.756774,,,,,,,95.316,0.756741
,,,,,,95.318,0.756822,,,,,,,95.318,0.75679
,,,,,,95.32,0.756871,,,,,,,95.32,0.756838
,,,,,,95.322,0.756919,,,,,,,95.322,0.756887
,,,,,,95.324,0.756968,,,,,,,95.324,0.756936
,,,,,,95.326,0.757017,,,,,,,95.326,0.756984
,,,,,,95.328,0.757065,,,,,,,95.328,0.757033
,,,,,,95.33,0.757114,,,,,,,95.33,0.757081
,,,,,,95.332,0.757162,,,,,,,95.332,0.75713
,,,,,,95.334,0.757211,,,,,,,95.334,0.757179
,,,,,,95.336,0.757259,,,,,,,95.336,0.757227
,,,,,,95.338,0.757308,,,,,,,95.338,0.757276
,,,,,,95.34,0.757357,,,,,,,95.34,0.757324
,,,,,,95.342,0.757405,,,,,,,95.342,0.757373
,,,,,,95.344,0.757454,,,,,,,95.344,0.757421
,,,,,,95.346,0.757502,,,,,,,95.346,0.75747
,,,,,,95.348,0.757551,,,,,,,95.348,0.757518
,,,,,,95.35,0.757599,,,,,,,95.35,0.757567
,,,,,,95.352,0.757648,,,,,,,95.352,0.757615
,,,,,,95.354,0.757696,,,,,,,95.354,0.757664
,,,,,,95.356,0.757744,,,,,,,95.356,0.757712
,,,,,,95.358,0.757793,,,,,,,95.358,0.757761
,,,,,,95.36,0.757841,,,,,,,95.36,0.757809
,,,,,,95.362,0.75789,,,,,,,95.362,0.757857
,,,,,,95.364,0.757938,,,,,,,95.364,0.757906
,,,,,,95.366,0.757987,,,,,,,95.366,0.757954
,,,,,,95.368,0.758035,,,,,,,95.368,0.758003
,,,,,,95.37,0.758083,,,,,,,95.37,0.758051
,,,,,,95.372,0.758132,,,,,,,95.372,0.758099
,,,,,,95.374,0.75818,,,,,,,95.374,0.758148
,,,,,,95.376,0.758228,,,,,,,95.376,0.758196
,,,,,,95.378,0.758277,,,,,,,95.378,0.758245
,,,,,,95.38,0.758325,,,,,,,95.38,0.758293
,,,,,,95.382,0.758374,,,,,,,95.382,0.758341
,,,,,,95.384,0.758422,,,,,,,95.384,0.75839
,,,,,,95.386,0.75847,,,,,,,95.386,0.758438
,,,,,,95.388,0.758518,,,,,,,95.388,0.758486
,,,,,,95.39,0.758567,,,,,,,95.39,0.758535
,,,,,,95.392,0.758615,,,,,,,95.392,0.758583
,,,,,,95.394,0.758663,,,,,,,95.394,0.758631
,,,,,,95.396,0.758712,,,,,,,95.396,0.758679
,,,,,,95.398,0.75876,,,,,,,95.398,0.758728
,,,,,,95.4,0.758808,,,,,,,95.4,0.758776
,,,,,,95.402,0.758856,,,,,,,95.402,0.758824
,,,,,,95.404,0.758905,,,,,,,95.404,0.758872
,,,,,,95.406,0.758953,,,,,,,95.406,0.758921
,,,,,,95.408,0.759001,,,,,,,95.408,0.758969
,,,,,,95.41,0.759049,,,,,,,95.41,0.759017
,,,,,,95.412,0.759097,,,,,,,95.412,0.759065
,,,,,,95.414,0.759145,,,,,,,95.414,0.759113
,,,,,,95.416,0.759194,,,,,,,95.416,0.759161
,,,,,,95.418,0.759242,,,,,,,95.418,0.75921
,,,,,,95.42,0.75929,,,,,,,95.42,0.759258
,,,,,,95.422,0.759338,,,,,,,95.422,0.759306
,,,,,,95.424,0.759386,,,,,,,95.424,0.759354
,,,,,,95.426,0.759434,,,,,,,95.426,0.759402
